List_Number,Close_of_Escrow_Date,Sold_Price,Zip_Code,Approx_SQFT,#_Bedrooms,#_Bathrooms
6014734,1/30/2020,500000,85014,1988,4,2.75
6003347,1/17/2020,307000,85225,1800,4,2
6005115,1/17/2020,270000,85043,2431,4,3
6009156,1/2/2020,115500,85351,1280,2,1.75
6006146,1/17/2020,128000,85301,1074,3,1.5
6007767,1/24/2020,357000,85282,1734,3,2
6003846,1/24/2020,150000,85008,896,2,1.5
6006278,1/17/2020,238000,85338,1325,3,2
6004101,1/31/2020,221500,85374,1401,2,2
6003419,1/3/2020,282000,85225,1362,3,2.5
6003427,1/9/2020,505000,85295,3479,4,3
6003591,1/27/2020,265000,85209,1503,2,2
6004189,1/28/2020,253500,85248,1916,2,2.5
6003481,1/17/2020,309990,85140,2556,4,3
6003487,1/22/2020,254000,85225,1087,2,2
6004087,1/17/2020,482000,85283,2364,4,2
6003426,1/6/2020,237500,85206,1533,2,1.75
6012226,1/28/2020,301000,85379,2618,4,2.5
6003488,1/24/2020,364000,85306,3079,5,3
6007722,1/15/2020,399900,85209,2271,4,2
6016195,1/16/2020,235000,85392,1548,3,2
6004618,1/2/2020,335000,85203,2036,4,2
6004343,1/29/2020,1900000,85255,4561,4,3.5
6017965,1/8/2020,185000,85014,956,2,2
6003504,1/3/2020,298000,85013,1525,2,2
6003496,1/31/2020,220000,85023,2347,4,2
6009954,1/6/2020,268900,85257,1176,3,1
6006338,1/17/2020,398500,85286,1785,3,3
6004611,1/31/2020,258000,85208,1462,4,2
6003531,1/10/2020,465000,85383,2854,4,3
6006257,1/24/2020,260000,85387,2282,4,2.5
6004798,1/17/2020,235000,85282,1260,3,2
6003936,1/15/2020,300000,85282,1338,3,2
6004318,1/22/2020,482000,85268,2086,3,3.5
6005040,1/21/2020,449999,85018,1752,4,2
6009956,1/14/2020,226000,85345,1256,3,2
6004066,1/8/2020,455000,85298,2488,4,3.5
6003613,1/6/2020,675000,85118,3324,4,3.5
6003560,1/29/2020,320000,85297,1910,3,2.5
6004699,1/21/2020,310000,85339,2935,6,3
6003653,1/8/2020,350000,85297,2029,4,2
6003731,1/31/2020,256600,85204,1383,4,3
6003738,1/13/2020,565000,85260,1896,2,2
6005412,1/7/2020,212000,85204,1003,2,2
6003972,1/14/2020,426000,85286,2321,3,3
6003607,1/29/2020,261000,85008,1695,3,2.5
6004806,1/30/2020,295000,85087,1790,4,2
6004244,1/16/2020,300000,85142,2651,4,2.5
6004537,1/10/2020,340000,85023,2237,3,2.5
6004691,1/2/2020,270000,85381,1725,3,2
6004176,1/30/2020,535000,85286,3000,4,3
6014158,1/30/2020,445000,85254,2254,3,2.5
6003639,1/6/2020,234900,85041,1756,3,2
6005178,1/3/2020,245000,85339,1802,3,2
6003641,1/8/2020,882000,85234,3880,5,4
6003658,1/15/2020,302000,85204,1289,3,2
6003996,1/30/2020,310000,85298,2002,5,2.5
6003666,1/15/2020,274999,85382,1606,3,2
6004271,1/16/2020,528000,85203,2960,4,3
6016672,1/14/2020,483000,85250,2073,4,2
6004046,1/16/2020,337000,85296,2039,4,2.5
6014105,1/17/2020,215000,85351,1299,2,2
6003725,1/17/2020,262000,85303,1636,3,2
6003799,1/2/2020,165000,85374,923,1,1
6008482,1/8/2020,326000,85387,1874,2,2
6007402,1/7/2020,225500,85118,1292,3,2
6003750,1/10/2020,315146,85140,2173,3,2
6003904,1/17/2020,400000,85007,1923,4,2
6006629,1/7/2020,265000,85379,1740,3,2
6009266,1/22/2020,423000,85381,2700,4,3
6004161,1/3/2020,217000,85202,1632,3,2.5
6003954,1/21/2020,1650000,85255,3761,5,4
6003792,1/24/2020,535000,85254,2414,6,3
6010650,1/17/2020,296900,85392,1957,4,2
6008049,1/9/2020,210000,85335,1238,3,2
6011634,1/10/2020,265000,85048,1575,3,2
6004569,1/30/2020,674900,85383,3160,4,3
6005522,1/24/2020,339000,85086,2103,3,2
6004883,1/15/2020,225000,85351,1680,2,1.75
6016152,1/24/2020,425000,85118,2283,3,2
6004629,1/10/2020,150000,85374,832,1,1
6006200,1/6/2020,181000,85351,1766,3,2
6005269,1/9/2020,400000,85251,1440,2,2
6004121,1/29/2020,231000,85345,1416,3,1.75
6011857,1/28/2020,265000,85388,1989,4,2
6005786,1/24/2020,555000,85266,1974,2,2
6004362,1/29/2020,372000,85054,1540,3,2
6004319,1/10/2020,139000,85301,1152,2,1.5
6011385,1/22/2020,316900,85296,1750,4,2.5
6004328,1/10/2020,118000,85351,1114,1,1
6015157,1/2/2020,265000,85375,1669,2,1.75
6004770,1/10/2020,325000,85023,2382,3,2.5
6003911,1/31/2020,345000,85282,1508,3,2
6006735,1/15/2020,381000,85142,2496,3,2.5
6007857,1/3/2020,235000,85339,1488,3,2
6007397,1/13/2020,326300,85338,3346,5,3
6003881,1/24/2020,327500,85361,1734,3,2
6011168,1/17/2020,220000,85043,1656,4,2.5
6003920,1/15/2020,174000,85301,1274,3,1
6004666,1/29/2020,754000,85021,2747,4,3.5
6009896,1/3/2020,285000,85379,2465,5,3
6004911,1/2/2020,306000,85233,1575,3,2.5
6004309,1/7/2020,346000,85395,2499,4,3
6004403,1/7/2020,283000,85142,2062,4,2.5
6004327,1/8/2020,264900,85023,1655,3,2
6005589,1/31/2020,910000,85262,2840,4,3.5
6005359,1/14/2020,365000,85028,1694,3,2
6011780,1/17/2020,1080000,85259,3909,5,3.5
6004381,1/17/2020,255000,85208,1717,4,2
6018855,1/29/2020,1470000,85028,5001,4,5
6006512,1/17/2020,280000,85224,1468,3,2
6005328,1/6/2020,829000,85260,2768,3,2.5
6004928,1/14/2020,230000,85023,1308,3,2
6003967,1/25/2020,269000,85345,1436,3,2
6003977,1/6/2020,439900,85014,1672,3,2
6003983,1/3/2020,323000,85248,1810,3,2
6008214,1/15/2020,965000,85255,3540,4,3
6004005,1/21/2020,255000,85014,1456,3,2.5
6005707,1/13/2020,299400,85374,1857,2,1.75
6005124,1/29/2020,975000,85262,3109,3,3
6004158,1/3/2020,240000,85335,1835,3,2
6004496,1/7/2020,418000,85225,2342,4,3
6005573,1/31/2020,319000,85233,1730,3,2.5
6004033,1/7/2020,479000,85361,2763,4,2.5
6004490,1/22/2020,210000,85053,1128,3,2
6004758,1/2/2020,255400,85023,1470,3,2
6006141,1/3/2020,399900,85298,2610,5,3
6004793,1/10/2020,299000,85045,1568,3,2.5
6004096,1/15/2020,318700,85044,1387,3,2.5
6004491,1/8/2020,315000,85374,2426,3,2.5
6004945,1/2/2020,520000,85020,1968,3,2
6004716,1/8/2020,142000,85351,1148,2,2
6004760,1/10/2020,270000,85382,1576,4,2
6004090,1/16/2020,485000,85213,3054,5,2
6004737,1/17/2020,306000,85226,1464,4,2
6004733,1/27/2020,327000,85212,1995,3,2
6004653,1/14/2020,379900,85283,1796,2,2.5
6004790,1/14/2020,440000,85032,2049,4,2
6004166,1/15/2020,290000,85205,1668,3,2
6004145,1/2/2020,379000,85050,1971,3,2
6006329,1/31/2020,285000,85044,1426,3,2
6004712,1/22/2020,600000,85297,5816,7,4.5
6007587,1/15/2020,510000,85295,3085,4,3
6004184,1/3/2020,85000,85053,784,2,1
6009616,1/21/2020,252000,85338,2051,3,2.5
6008570,1/6/2020,350000,85259,1306,2,2
6006335,1/7/2020,271900,85212,1398,3,2
6004205,1/17/2020,199000,85351,1658,3,2
6007014,1/3/2020,338000,85032,1498,3,2
6007746,1/10/2020,411000,85226,2109,4,2
6014767,1/14/2020,386700,85233,2371,3,2
6012898,1/22/2020,870000,85260,3453,5,4
6005491,1/9/2020,368000,85379,3064,4,2.5
6004684,1/23/2020,1150000,85257,4044,5,3
6006355,1/3/2020,250000,85037,2417,4,2.5
6004577,1/3/2020,216000,85248,1759,2,2
6004228,1/3/2020,165000,85014,952,2,2
6009007,1/3/2020,345000,85048,1740,4,3
6004334,1/15/2020,200000,85017,1452,4,2
6004741,1/3/2020,330000,85388,2346,4,3.5
6004742,1/6/2020,225000,85041,1310,3,2
6004462,1/8/2020,245000,85297,1373,3,2.5
6004994,1/30/2020,237000,85326,2375,4,3
6004924,1/2/2020,244950,85118,1364,2,2
6005967,1/31/2020,772500,85226,3185,3,2.5
6004305,1/31/2020,329990,85225,1842,3,2
6009307,1/7/2020,235000,85381,1522,3,2.5
6004522,1/10/2020,546000,85213,3390,4,3
6004774,1/3/2020,404000,85233,3095,4,2.5
6004789,1/17/2020,383000,85297,2869,4,3
6004780,1/30/2020,348250,85212,2234,4,2
6004693,1/24/2020,332000,85233,1478,3,2
6004799,1/3/2020,240000,85379,1624,3,2
6004398,1/15/2020,240000,85029,1572,3,2
6004603,1/2/2020,143000,85215,1054,2,2
6007919,1/2/2020,265000,85351,1886,2,2
6008426,1/6/2020,332000,85383,1942,3,2
6004766,1/10/2020,328000,85224,2100,4,2.5
6004487,1/31/2020,240000,85209,1165,2,2
6008608,1/13/2020,285000,85015,1546,4,2
6004556,1/15/2020,299900,85383,1814,4,2.75
6004938,1/24/2020,330000,85340,2744,3,2.5
6006767,1/30/2020,225000,85249,1439,2,2
6004921,1/15/2020,254900,85374,2118,4,3
6004822,1/22/2020,281000,85251,1608,2,2.5
6004440,1/30/2020,368500,85032,2015,3,2
6012272,1/24/2020,369900,85383,2285,3,2
6004458,1/3/2020,275000,85381,1703,3,2
6008174,1/17/2020,345000,85295,1985,3,2.5
6004465,1/14/2020,342500,85022,1860,4,2.5
6004468,1/17/2020,200000,85375,1610,2,2
6004718,1/13/2020,487000,85298,3450,5,5
6009744,1/8/2020,260000,85379,1670,4,2
6005417,1/14/2020,225000,85373,1596,2,1.75
6004579,1/7/2020,226000,85335,1949,3,2.5
6005487,1/2/2020,190000,85205,1113,2,2
6007225,1/6/2020,230000,85258,1116,2,2
6006914,1/29/2020,274500,85254,972,2,2
6010919,1/28/2020,243250,85248,1244,2,2
6010624,1/23/2020,386000,85050,2002,3,2.5
6004705,1/16/2020,309900,85381,1828,4,2
6004585,1/15/2020,214000,85225,1180,2,2
6004599,1/30/2020,775000,85262,3734,4,3.5
6004948,1/16/2020,400000,85298,2393,4,2.5
6007150,1/31/2020,365000,85375,1900,2,2
6007742,1/21/2020,292000,85296,1433,3,2
6004649,1/15/2020,295000,85396,3548,5,3.5
6004594,1/31/2020,257000,85326,1424,3,2
6005064,1/27/2020,527000,85254,3201,3,2.75
6004623,1/15/2020,370000,85142,1944,2,2
6011254,1/6/2020,280000,85249,1344,2,2
6004624,1/9/2020,575000,85085,3004,4,3.5
6004940,1/7/2020,270000,85142,1506,3,2
6007271,1/9/2020,251000,85374,1278,2,1.75
6005315,1/15/2020,427000,85308,3022,4,2.5
6008548,1/14/2020,225000,85375,1425,2,2
6009324,1/31/2020,254900,85326,2361,3,2.5
6004692,1/24/2020,343500,85381,2201,4,2
6011092,1/7/2020,265000,85225,1223,3,2
6004682,1/28/2020,257990,85142,1827,4,2
6005144,1/31/2020,353000,85202,2380,4,2.5
6005091,1/8/2020,290000,85373,1799,2,1.75
6004919,1/30/2020,966000,85255,2977,3,3.5
6004781,1/8/2020,540000,85014,2196,3,3
6004710,1/15/2020,232450,85119,1650,3,2
6004805,1/31/2020,394000,85305,3610,5,3
6004735,1/28/2020,252990,85142,1769,3,2
6005502,1/31/2020,555000,85028,2358,3,2
6005101,1/7/2020,228700,85351,1500,2,2
6008228,1/24/2020,240000,85234,1375,3,2.5
6006432,1/10/2020,252000,85251,1379,2,2
6006535,1/20/2020,232000,85302,1190,3,2
6004999,1/30/2020,270000,85338,2164,3,2
6004824,1/6/2020,420000,85383,2933,5,3.5
6005236,1/10/2020,315000,85297,1705,3,2
6011397,1/15/2020,260000,85258,1202,2,2
6004836,1/15/2020,348500,85212,2089,4,2
6005901,1/16/2020,254000,85345,1585,3,2
6005726,1/24/2020,135000,85022,813,1,1
6005633,1/14/2020,683500,85207,4275,5,3
6004861,1/6/2020,208000,85259,1018,2,2
6004912,1/9/2020,244900,85037,1294,3,2
6005586,1/31/2020,440000,85086,2915,4,3.5
6006785,1/24/2020,150000,85201,1079,2,2
6005736,1/22/2020,290000,85373,1503,3,2
6004846,1/8/2020,458436,85298,2721,5,4
6005388,1/3/2020,245000,85306,1453,3,2
6005274,1/9/2020,415000,85249,2916,3,2.5
6006851,1/24/2020,211000,85257,917,2,2
6006189,1/9/2020,302000,85207,2149,4,2.5
6006224,1/23/2020,220000,85323,1534,4,2.5
6006846,1/31/2020,325000,85282,1411,3,2
6006855,1/8/2020,231000,85043,1525,3,2
6006194,1/8/2020,248000,85041,1675,4,2
6005991,1/19/2020,135500,85003,1040,3,1
6005471,1/28/2020,895000,85251,1767,1,2
6005083,1/31/2020,305000,85254,1264,3,2
6004960,1/10/2020,225000,85035,1848,3,2.5
6004906,1/5/2020,232020,85029,2170,4,2
6005519,1/13/2020,480000,85251,2115,4,1.75
6005998,1/10/2020,325000,85225,1918,3,1.75
6004950,1/3/2020,203000,85326,1463,3,2
6004956,1/13/2020,250000,85345,1636,4,2
6004976,1/8/2020,440000,85085,3920,4,3.5
6006716,1/2/2020,355000,85383,3287,5,2.5
6005200,1/16/2020,775000,85013,2914,4,3
6005088,1/3/2020,525000,85248,2524,4,3
6005293,1/8/2020,335000,85353,1597,3,2
6009626,1/2/2020,200000,85040,1041,2,2
6005018,1/31/2020,415000,85379,3058,5,3
6005125,1/3/2020,274900,85374,1667,3,2
6005751,1/3/2020,462000,85255,2153,3,2.5
6005689,1/30/2020,267000,85024,1585,3,2.5
6005169,1/24/2020,209000,85207,1040,2,1
6005059,1/15/2020,381000,85212,2008,4,2
6005070,1/17/2020,316000,85224,1777,4,2.5
6005135,1/14/2020,290000,85042,1447,3,2
6005769,1/3/2020,232000,85339,1752,3,2.5
6005095,1/30/2020,429700,85202,2535,4,2
6008849,1/17/2020,305000,85379,3094,5,3.5
6005307,1/9/2020,184500,85375,1122,2,2
6005111,1/2/2020,410000,85142,3073,5,3
6005118,1/3/2020,155000,85202,1156,2,1.5
6005722,1/7/2020,344900,85297,1956,4,2
6005201,1/27/2020,219000,85326,1536,4,2
6005141,1/16/2020,390000,85204,3023,5,3
6005155,1/30/2020,242000,85204,1640,5,1.75
6005151,1/3/2020,285000,85050,1056,3,2
6005567,1/2/2020,355500,85296,1864,3,2
6005205,1/30/2020,385000,85048,2155,5,3
6005999,1/29/2020,615000,85259,2677,3,2.5
6005193,1/2/2020,240000,85323,2120,4,2.5
6005435,1/7/2020,200000,85041,1156,3,2
6005958,1/17/2020,260000,85304,1417,3,2
6007631,1/3/2020,520000,85282,2373,5,3
6005825,1/21/2020,247000,85326,2469,4,2.5
6005760,1/14/2020,440000,85383,2569,4,2.5
6013428,1/22/2020,224900,85206,1240,2,2
6005284,1/13/2020,365000,85212,3115,4,3
6005230,1/15/2020,275490,85396,2684,4,3
6009461,1/31/2020,410000,85298,2028,3,2
6005322,1/17/2020,265000,85388,1920,4,2
6006853,1/31/2020,302000,85382,1741,3,2
6005226,1/3/2020,1250000,85020,3017,4,3
6005276,1/22/2020,259000,85388,2429,4,2.5
6005446,1/10/2020,250000,85205,1279,3,2
6009195,1/29/2020,236000,85051,1438,3,2
6008291,1/30/2020,450000,85351,2144,2,2
6006211,1/6/2020,315000,85027,2084,4,2
6005292,1/8/2020,291000,85338,1843,3,2
6005298,1/24/2020,675000,85018,2459,3,2.5
6013341,1/24/2020,205000,85326,1245,3,2
6005309,1/10/2020,293000,85008,1518,3,2
6005301,1/3/2020,232900,85326,1795,3,2
6005355,1/30/2020,445000,85305,3626,5,3
6005615,1/13/2020,331500,85382,2337,3,2
6006677,1/28/2020,390000,85032,1917,3,2
6005336,1/10/2020,325000,85048,1448,3,2
6011391,1/13/2020,73963,85207,1400,4,2
6005421,1/23/2020,942000,85259,3214,4,3
6005367,1/14/2020,72000,85051,969,2,2
6006014,1/27/2020,145000,85248,1272,2,2
6005555,1/9/2020,367500,85295,1848,3,2
6005430,1/13/2020,285500,85382,1667,3,2
6005418,1/15/2020,228000,85029,1530,4,2
6005407,1/10/2020,320000,85140,1999,3,2
6008720,1/6/2020,475000,85383,2619,3,2.5
6005376,1/10/2020,383416,85085,1759,3,2
6005408,1/23/2020,225000,85040,1522,5,2
6006723,1/16/2020,235000,85351,1886,2,2
6005486,1/17/2020,265500,85041,1361,3,2
6006030,1/15/2020,390000,85374,2075,2,2
6006076,1/8/2020,365000,85381,2694,4,3
6012683,1/30/2020,298000,85351,1949,3,2
6005419,1/2/2020,460950,85298,3882,4,3
6005481,1/2/2020,316000,85250,1752,4,3
6005461,1/17/2020,335555,85234,1824,4,2
6005531,1/28/2020,281000,85233,1447,3,2
6005702,1/31/2020,147000,85201,855,2,1
6005559,1/8/2020,250000,85212,1491,3,2.5
6005466,1/9/2020,369900,85118,2534,5,3
6008933,1/31/2020,660200,85259,2840,4,3
6005476,1/31/2020,420000,85295,2640,4,3
6005603,1/6/2020,345000,85205,2188,3,2.5
