List_Number,Close_of_Escrow_Date,Sold_Price,Zip_Code,Approx_SQFT,#_Bedrooms,#_Bathrooms
6017280,1/29/2020,272000,85024,1248,3,2
5980666,1/27/2020,385000,85254,1880,3,2
5980736,1/21/2020,175000,85022,997,2,2
5991087,1/9/2020,171000,85283,1040,3,1
6012243,1/30/2020,555000,85142,3194,4,3.5
6014257,1/30/2020,288000,85298,1153,2,2
5983236,1/15/2020,415000,85281,1824,3,2
5984390,1/16/2020,349000,85331,1618,3,2
5980774,1/23/2020,188000,85053,1518,3,2.5
5980792,1/24/2020,300000,85388,2147,3,2
5981239,1/8/2020,276000,85338,2224,4,2
5980811,1/8/2020,236000,85051,1876,3,2
6008928,1/27/2020,264000,85029,1659,4,2
5982178,1/24/2020,229000,85051,1416,3,2
5980896,1/2/2020,605000,85260,3050,5,2.5
5995491,1/31/2020,265000,85251,1026,2,2
5982081,1/3/2020,795000,85383,2940,3,2.5
5981121,1/28/2020,295000,85014,1659,4,2
5982255,1/16/2020,216000,85375,1609,2,2
5982290,1/31/2020,359900,85381,3026,5,3
5981194,1/22/2020,345000,85140,2364,4,3
5981486,1/24/2020,332500,85042,2283,3,2
5983079,1/29/2020,211000,85254,1059,2,2
5985058,1/24/2020,274900,85308,2155,3,2
5986057,1/30/2020,485000,85248,2634,3,2.5
5982823,1/28/2020,420500,85140,1929,2,2
5987350,1/7/2020,679205,85213,5672,7,5
6014306,1/29/2020,937720,85255,3826,4,3
5982717,1/29/2020,538350,85251,1259,2,2
5986551,1/15/2020,265000,85028,1115,2,2
5982272,1/28/2020,365000,85355,1652,4,2
5981522,1/10/2020,614000,85016,2015,4,3
5981309,1/3/2020,313790,85379,2027,4,3
5981474,1/24/2020,395000,85308,3006,4,2.5
5983193,1/10/2020,855000,85268,2895,3,2.5
5981435,1/23/2020,257000,85050,1199,2,2
6006714,1/20/2020,344900,85142,2303,3,3
5983893,1/3/2020,950000,85251,3196,4,3.5
5981595,1/8/2020,1050000,85263,3252,3,3
5982240,1/2/2020,371000,85379,3593,5,2.5
5981540,1/31/2020,240000,85326,2267,4,3
5981547,1/23/2020,337590,85268,1485,3,2
5981921,1/31/2020,275000,85351,1926,2,2
5981756,1/15/2020,380000,85257,1512,3,2
5984994,1/3/2020,225000,85396,1258,2,2.5
5981945,1/30/2020,113500,85022,1015,2,2
5981794,1/15/2020,285975,85022,1650,4,3
5984215,1/14/2020,705000,85375,3027,3,2.5
5981811,1/8/2020,425000,85142,2066,4,2
5981879,1/31/2020,218000,85302,1587,3,2
5981866,1/13/2020,100000,85042,1441,4,2
5982593,1/21/2020,605000,85018,1819,4,3
5983860,1/17/2020,355000,85006,1656,3,2
5982716,1/6/2020,837600,85255,3229,3,3
5982988,1/15/2020,99100,85015,648,1,1
5992056,1/15/2020,448000,85014,1720,2,2
5984267,1/30/2020,470000,85281,2644,3,2.5
5982021,1/31/2020,495320,85140,3776,5,3.5
5982023,1/3/2020,296000,85310,1753,3,2.5
6001727,1/6/2020,252000,85281,1100,2,2.5
5984851,1/15/2020,3100000,85268,9128,6,9
5982076,1/8/2020,222000,85019,1590,4,2
5982596,1/15/2020,335000,85213,2109,3,2
5983345,1/31/2020,417000,85028,2014,4,2
5982171,1/17/2020,478000,85054,1832,3,2.5
5991462,1/23/2020,416000,85286,2531,3,3
5983081,1/31/2020,329000,85085,2280,3,2.5
5997196,1/29/2020,310400,85351,1869,2,2
5983208,1/20/2020,200000,85033,1949,5,2
5982235,1/15/2020,267000,85339,2309,5,3
6009723,1/6/2020,1550000,85253,4916,5,5
5983513,1/3/2020,491500,85086,2978,4,3.5
5982687,1/13/2020,99000,85210,582,1,1
5985805,1/31/2020,760000,85253,3161,4,3.5
5982985,1/2/2020,510000,85142,3645,5,4
5994394,1/9/2020,203000,85033,1246,3,2
5982409,1/9/2020,510000,85248,2668,2,2
5983259,1/31/2020,340000,85041,3646,4,3
5982457,1/14/2020,260900,85023,1864,5,3
5982422,1/31/2020,353990,85233,1927,3,2.5
5983149,1/23/2020,428000,85259,1972,4,2
5983136,1/9/2020,233000,85210,920,2,1.5
5984288,1/8/2020,430000,85085,2885,5,4
5983521,1/29/2020,414000,85268,2544,5,3
5985227,1/9/2020,260000,85310,1759,3,2.5
5982621,1/23/2020,179000,85378,1074,3,1
5986543,1/22/2020,132980,85322,1560,3,2
5983385,1/13/2020,275000,85050,1195,2,2
5983784,1/6/2020,294000,85339,2974,4,2.5
5982726,1/20/2020,234900,85326,2016,4,2
5986451,1/15/2020,205500,85326,1781,4,3
5983176,1/24/2020,435000,85024,2790,5,3
5982642,1/6/2020,286990,85041,1841,3,2
5982676,1/3/2020,360000,85234,2521,5,2.5
5982810,1/29/2020,1600000,85018,3684,4,4.5
5982723,1/31/2020,300000,85210,1440,4,2
5984235,1/10/2020,423000,85249,2275,4,3
5987519,1/9/2020,138000,85015,1058,2,2
5982854,1/8/2020,369900,85295,3262,5,3
5983159,1/3/2020,350000,85379,3122,5,2.5
5983471,1/17/2020,455000,85213,3410,4,3
5985431,1/7/2020,925000,85018,3127,4,3.5
5982928,1/6/2020,257000,85345,1401,3,2
5990737,1/21/2020,410000,85257,1609,4,2
5982909,1/15/2020,560000,85045,2886,4,3
6009958,1/16/2020,292000,85308,2050,4,2.5
5982955,1/29/2020,310000,85338,2121,3,2
5989058,1/31/2020,415000,85054,2074,2,2
5984096,1/8/2020,380000,85298,3912,5,4.5
5990120,1/27/2020,162500,85281,1227,3,1.75
5990864,1/15/2020,810000,85284,4174,5,3.5
6000004,1/15/2020,425000,85298,1917,2,2
5983432,1/31/2020,410000,85383,3068,4,3
5983126,1/16/2020,465000,85085,3078,4,3.5
5983107,1/7/2020,354000,85377,1970,2,3
5984191,1/10/2020,341620,85396,2045,2,2
5987988,1/2/2020,305000,85381,2129,4,2
5983683,1/23/2020,259000,85043,2310,4,2.5
5984244,1/27/2020,426900,85295,3324,5,3
5983171,1/30/2020,349900,85379,3529,4,2.5
5983223,1/14/2020,475000,85283,2469,3,2.5
5983465,1/14/2020,325000,85268,1851,3,3
5984448,1/17/2020,282000,85050,1238,2,2
5983245,1/21/2020,195000,85326,2645,6,3
5983398,1/24/2020,508000,85286,3199,4,3
5984018,1/13/2020,415000,85296,1812,3,2
5986995,1/6/2020,1400000,85377,2750,2,3
5983620,1/31/2020,590000,85331,3497,5,3
5983709,1/30/2020,372000,85048,2700,4,2.5
5986660,1/31/2020,240000,85326,2085,4,2
5983541,1/10/2020,320000,85268,1348,2,2
5983739,1/3/2020,174800,85260,843,1,1
5989538,1/10/2020,875000,85331,3200,3,2.75
5983593,1/15/2020,328000,85392,1945,4,2
5983699,1/7/2020,316000,85339,3674,4,2.5
5983602,1/23/2020,425000,85396,2264,3,2.5
5983650,1/14/2020,505000,85085,2440,4,3
5983711,1/3/2020,440000,85018,2193,5,2.75
6002653,1/24/2020,320000,85373,2497,2,2.5
5983685,1/30/2020,386995,85212,2405,4,3
5983841,1/7/2020,382000,85298,2410,5,3
5984336,1/31/2020,226000,85037,1462,4,2
5983773,1/16/2020,449990,85212,2545,3,2.5
5983857,1/16/2020,599000,85331,2942,5,3
5986447,1/27/2020,198000,85326,1238,3,2
5989309,1/16/2020,955000,85259,4502,5,4.5
5983888,1/30/2020,295000,85041,1917,3,2
5984045,1/24/2020,602500,85140,2731,4,4
5983913,1/17/2020,207000,85015,1617,3,2.5
5988067,1/24/2020,280000,85048,1665,3,2.5
5984040,1/24/2020,284000,85353,2444,4,2
5988160,1/6/2020,840000,85020,2720,4,3
5988029,1/31/2020,279900,85013,1356,2,2
6005891,1/13/2020,435000,85234,3815,5,3
5984149,1/24/2020,395000,85086,2085,4,2
5984300,1/6/2020,299000,85142,1681,3,2
5998283,1/31/2020,620000,85262,1987,2,2.5
5984224,1/17/2020,247000,85029,1763,3,2
5984407,1/7/2020,220000,85326,2014,4,2.5
5987489,1/30/2020,305000,85382,2166,4,3
5986865,1/6/2020,430000,85233,2422,3,2
5984781,1/31/2020,1230000,85260,4390,5,4.5
5984297,1/17/2020,365000,85032,1880,4,2
5984274,1/8/2020,185000,85033,1504,4,1.5
5984317,1/10/2020,468200,85340,2933,4,3
5989372,1/6/2020,430000,85296,2361,4,2
5984714,1/17/2020,722000,85377,3566,4,2.5
5984533,1/31/2020,410000,85257,2034,3,2
5987339,1/14/2020,480000,85381,3613,4,3
5984365,1/24/2020,320000,85041,2222,4,2.5
5984379,1/29/2020,660213,85383,3995,5,4.5
5984403,1/22/2020,364990,85383,2707,4,2.5
6008788,1/15/2020,125000,85051,1696,2,2.5
5984490,1/16/2020,337000,85040,1744,3,2
5984593,1/20/2020,297500,85392,1899,3,2
5984561,1/28/2020,143000,85302,1026,2,1
5988811,1/30/2020,125000,85119,1468,2,2
5984670,1/2/2020,279900,85203,1764,3,2
5984886,1/7/2020,629000,85086,3487,3,2.5
5985098,1/2/2020,262000,85086,1733,4,2.5
5994042,1/6/2020,440000,85286,2162,4,2
5984940,1/13/2020,540000,85283,3822,5,4
5987356,1/30/2020,140000,85205,1113,2,2
5984996,1/31/2020,860000,85013,3345,5,3
5986854,1/17/2020,530000,85021,2040,4,3
5985046,1/6/2020,392500,85383,1874,2,2
5985060,1/15/2020,210000,85015,1565,3,1.75
5985033,1/13/2020,420000,85023,2391,4,3
5995527,1/17/2020,375000,85260,1484,3,2
5994567,1/3/2020,675000,85374,2959,2,2.5
5994938,1/23/2020,232000,85215,1360,2,2
5988559,1/31/2020,802000,85383,4340,5,4.5
5988485,1/8/2020,245000,85296,1576,3,2.5
5986613,1/7/2020,389000,85012,1169,2,2
5992723,1/13/2020,334000,85087,2369,4,2
5986468,1/31/2020,365000,85140,2727,5,3
5985258,1/22/2020,400000,85286,3136,5,3
5985224,1/28/2020,281900,85213,1891,3,2.5
5986446,1/15/2020,347500,85142,3373,6,4
5985242,1/27/2020,282000,85310,1305,3,2
5987859,1/10/2020,565000,85253,2052,2,2
6000002,1/17/2020,322000,85338,2218,3,2
5985686,1/3/2020,536000,85258,2114,2,2
5985310,1/30/2020,215990,85396,1368,3,2
5985761,1/8/2020,229000,85017,1674,4,2
5993839,1/30/2020,240000,85021,1634,2,2
5985948,1/21/2020,260000,85340,1914,4,3
5989496,1/24/2020,492500,85086,3044,4,3.5
5987531,1/31/2020,560000,85258,1970,2,2
5985370,1/2/2020,460000,85286,2934,4,2.5
5985679,1/15/2020,630000,85018,2840,3,2.5
5992018,1/21/2020,455000,85234,2913,4,3
5985733,1/16/2020,487000,85308,3723,5,2.5
5985572,1/6/2020,165000,85373,1260,2,1.75
5985553,1/7/2020,302500,85250,1320,2,2
5986484,1/16/2020,225000,85301,1798,4,2.5
5990458,1/10/2020,235000,85351,1600,3,2
5986596,1/10/2020,460000,85331,2931,4,2.5
5985525,1/24/2020,165000,85326,1400,3,2
5985597,1/31/2020,900000,85118,3964,4,3.5
5986284,1/9/2020,249500,85392,1862,3,2
5985864,1/29/2020,378000,85396,1837,2,2
5989103,1/9/2020,145000,85225,814,1,1.5
5995372,1/13/2020,260000,85208,1835,3,2
5985751,1/10/2020,284900,85323,1951,3,2
5986222,1/13/2020,403990,85396,2618,2,2.5
5985929,1/7/2020,363000,85284,2115,3,3
5985785,1/31/2020,130000,85213,1005,2,1.5
5986939,1/27/2020,480000,85295,2902,4,2.5
5985801,1/6/2020,140000,85203,1170,2,1.75
5986249,1/17/2020,259990,85396,1352,2,2
5987329,1/9/2020,187000,85283,980,2,2
5987801,1/3/2020,710000,85213,4286,4,3.5
5985826,1/29/2020,234990,85142,1429,3,2
5989353,1/24/2020,488000,85119,2300,4,2
5985894,1/17/2020,285000,85383,2094,3,2.5
5986187,1/9/2020,427000,85382,2113,3,2
5990333,1/17/2020,247500,85355,1568,3,2
5986407,1/17/2020,1380000,85028,4603,4,3.5
5986063,1/9/2020,245000,85286,1159,3,2
5993694,1/13/2020,195000,85016,1018,2,2
5986422,1/16/2020,324000,85395,1570,3,2
5986672,1/2/2020,318500,85202,1920,3,2
5992234,1/17/2020,215000,85351,1774,2,1.75
5988858,1/17/2020,530000,85258,1817,3,2
6010230,1/28/2020,275500,85022,1140,3,2
5988402,1/24/2020,323000,85044,1661,3,2.5
5990968,1/15/2020,1512500,85298,5980,7,6
5986273,1/31/2020,447500,85387,2141,3,3
5990721,1/29/2020,898000,85255,3375,4,3.5
5987734,1/2/2020,328500,85022,1972,4,2
6002952,1/2/2020,219000,85140,1592,4,2
5987213,1/13/2020,635000,85259,3192,4,3
5986169,1/30/2020,435000,85249,2882,4,2.5
5989865,1/24/2020,464900,85249,2470,3,2
5987337,1/21/2020,251000,85383,2183,3,2.5
5989639,1/17/2020,210000,85037,1134,3,2
5986469,1/28/2020,289000,85118,2381,3,2.5
5989828,1/13/2020,457500,85054,1868,3,2
5990872,1/15/2020,365000,85212,2137,3,3
5986371,1/7/2020,299000,85373,1850,3,2
5986165,1/16/2020,309990,85379,1739,3,2
5986274,1/2/2020,900000,85262,3031,4,3.5
5986427,1/15/2020,535000,85085,2825,3,3
5987883,1/30/2020,615000,85331,3338,4,2.5
5987042,1/17/2020,199000,85035,1506,4,2
5991727,1/13/2020,2965000,85253,5003,4,5
6004855,1/21/2020,399900,85296,2757,4,3
5991365,1/6/2020,287000,85248,1545,2,2
5987230,1/27/2020,386500,85142,2343,3,2
5990102,1/24/2020,275000,85268,1679,2,3
5986616,1/3/2020,410000,85085,2401,5,3
5992303,1/15/2020,320000,85044,1761,4,2.5
5987403,1/17/2020,245000,85326,2142,5,2.5
5987380,1/10/2020,695000,85268,2789,4,3
6021156,1/23/2020,845000,85260,3757,4,2.5
5986481,1/10/2020,339900,85375,1858,3,3
5987118,1/21/2020,680000,85234,2870,4,3
5988216,1/6/2020,300000,85374,1645,2,1.75
5987370,1/14/2020,395000,85087,3111,5,3
5987471,1/10/2020,278000,85339,2444,3,3
5986509,1/3/2020,200000,85307,1128,2,1
5986572,1/27/2020,270000,85392,1870,3,2
5986873,1/8/2020,315000,85012,1089,2,2
5999587,1/14/2020,188995,85086,1204,2,2
5996899,1/7/2020,623000,85310,3091,5,2.75
5988248,1/17/2020,429999,85395,1968,2,2.5
5986623,1/30/2020,369990,85387,2183,3,3
5991482,1/10/2020,350000,85392,2545,5,3
5986712,1/3/2020,318000,85379,3064,4,2.5
5988898,1/7/2020,252000,85338,2334,3,3
5987456,1/10/2020,338000,85040,3359,5,3
6011846,1/15/2020,495000,85266,1955,3,3
5987533,1/8/2020,180000,85205,972,2,1.5
5987386,1/24/2020,400000,85083,2129,4,2
5986974,1/30/2020,648400,85254,3074,4,2.5
5987958,1/22/2020,301000,85206,1978,3,2
5987936,1/10/2020,228000,85303,1336,3,2
5986978,1/15/2020,425000,85086,3246,4,3.5
5988107,1/8/2020,750000,85255,3673,5,3.75
5999569,1/22/2020,355000,85387,1854,2,1.75
5987052,1/13/2020,295000,85208,1878,3,2
5987081,1/10/2020,345000,85283,1855,3,2
5987464,1/24/2020,460252,85383,2450,3,2.5
5988563,1/30/2020,2000000,85259,6493,5,7
5987951,1/6/2020,168000,85255,798,1,1
5987076,1/10/2020,280000,85268,1342,3,2
5987100,1/23/2020,310000,85268,1782,3,2
5987248,1/10/2020,255000,85021,1634,2,2
5987851,1/20/2020,380000,85395,3200,4,3.5
5987259,1/9/2020,372500,85212,1987,3,2
5987721,1/11/2020,285000,85308,1679,3,2
5987326,1/20/2020,165000,85014,702,2,1
5987394,1/17/2020,312500,85008,1514,3,2
5987620,1/8/2020,375000,85373,3701,5,4
5996061,1/14/2020,257900,85338,1589,3,2
5987482,1/29/2020,457587,85042,2633,4,2.5
5987728,1/9/2020,258900,85051,1819,4,1.75
5990515,1/3/2020,324900,85382,2146,4,3
6002521,1/31/2020,228000,85207,1055,3,2
5987468,1/23/2020,281000,85053,1581,3,2
5987795,1/31/2020,1300000,85253,4344,3,5
5989820,1/30/2020,435000,85286,2499,4,3.5
5992651,1/10/2020,353000,85212,2070,4,2.5
5987675,1/9/2020,372000,85205,1971,3,2
5987698,1/24/2020,234900,85051,1950,4,2
5995747,1/29/2020,1070000,85377,4411,4,5
5987561,1/15/2020,433000,85028,2088,4,2
6008926,1/10/2020,211000,85326,1450,3,2
5987846,1/22/2020,156500,85020,952,2,1.75
6003174,1/15/2020,142000,85027,1056,2,1.5
5987887,1/27/2020,392000,85044,1962,3,2
5998828,1/6/2020,2900000,85018,5210,5,4.5
5990775,1/30/2020,680000,85118,3934,4,4
5987781,1/10/2020,694000,85018,2092,4,3
5987832,1/21/2020,355000,85259,1595,3,2
5987821,1/17/2020,395000,85022,2383,3,2.5
5992207,1/24/2020,680000,85262,2622,4,3
5991122,1/28/2020,378000,85254,1823,3,1.75
5987804,1/3/2020,563000,85259,2819,4,3.5
5987847,1/17/2020,302250,85310,2034,4,3
5988019,1/13/2020,275000,85387,1885,3,2
5988121,1/31/2020,255000,85202,1497,3,1.75
5999508,1/31/2020,210000,85032,1800,3,2
5988058,1/29/2020,278897,85295,1748,3,2.5
5988026,1/28/2020,285400,85209,2407,4,2.5
5987919,1/21/2020,256000,85296,1816,3,2.5
5988042,1/21/2020,550000,85251,1742,3,2
5988016,1/28/2020,760000,85251,3598,3,4
5990455,1/27/2020,473500,85263,2416,2,2
5988031,1/2/2020,325000,85016,1206,2,2.5
5988093,1/20/2020,162500,85009,1312,3,1
5990971,1/15/2020,520000,85295,3778,5,3.5
5994846,1/6/2020,297500,85263,2191,2,2
5988173,1/24/2020,336000,85119,1737,4,2.5
5988144,1/28/2020,375000,85355,4350,5,4
5992004,1/17/2020,345000,85212,1947,4,3
5988280,1/31/2020,85000,85208,700,1,1
6008695,1/24/2020,253000,85353,2166,4,2.5
5988252,1/13/2020,336000,85379,3684,5,3.5
5988297,1/24/2020,570000,85205,2931,3,3.5
5988853,1/8/2020,292000,85392,2011,3,2
5989384,1/28/2020,142000,85374,1050,2,2
5988295,1/15/2020,300000,85142,2306,4,2.5
5988680,1/23/2020,279000,85388,1868,4,2
5988323,1/2/2020,285000,85295,1767,3,2.5
5988426,1/31/2020,425000,85298,2301,4,3
5989274,1/23/2020,408000,85086,2892,4,3
5994538,1/21/2020,315000,85375,2093,2,1.75
5996664,1/2/2020,821700,85086,4319,5,4.5
5988414,1/15/2020,415000,85383,1144,2,2
5991796,1/2/2020,220000,85382,1291,2,2
5988465,1/28/2020,358500,85212,1637,2,2
5988475,1/31/2020,330500,85202,2042,4,2
5989334,1/30/2020,185000,85014,431,1,1
5989266,1/21/2020,475000,85234,3045,4,3
5990358,1/15/2020,310000,85339,2678,4,3
5988515,1/29/2020,292990,85118,1771,3,2.5
5992155,1/16/2020,199900,85375,1328,2,2
5988583,1/15/2020,282000,85215,1839,4,3
5992790,1/24/2020,148000,85208,1200,2,2
5995425,1/16/2020,549000,85262,3481,5,3
5988586,1/29/2020,280000,85201,1761,3,2
5989760,1/16/2020,205000,85037,1302,3,2
5988589,1/9/2020,239000,85208,1370,3,2
5992579,1/16/2020,320000,85375,2179,2,2
5988646,1/13/2020,314000,85355,2393,4,2.5
5988644,1/2/2020,480000,85306,2690,4,2.5
5991599,1/2/2020,199900,85053,1230,3,1
5990415,1/10/2020,210500,85041,1139,3,2
6003702,1/14/2020,185000,85015,1656,4,2.5
5988865,1/9/2020,184400,85363,1042,2,1
5999709,1/7/2020,2250000,85253,7223,5,6.5
5988729,1/15/2020,263250,85282,1288,3,2
5998771,1/30/2020,337000,85396,1646,2,2
5989163,1/9/2020,307000,85355,3146,4,3
6001389,1/28/2020,231900,85308,952,2,2
5988850,1/24/2020,353990,85204,1705,3,2
5995532,1/21/2020,293900,85044,1309,3,2
5988884,1/10/2020,175000,85379,1278,2,2.25
5988860,1/23/2020,288990,85326,2541,4,2.5
5989983,1/31/2020,305000,85296,2375,3,3
5989729,1/2/2020,280000,85251,1424,2,2.5
5989464,1/6/2020,285000,85295,1884,4,3
5999817,1/8/2020,287500,85140,1874,3,2
5992383,1/15/2020,322500,85281,1168,1,1.5
5989360,1/15/2020,420000,85119,1986,3,2.5
5990569,1/2/2020,335000,85338,2309,4,2
5989008,1/10/2020,348800,85048,2080,4,2.5
5989029,1/31/2020,1400000,85295,5028,6,5.5
5988997,1/21/2020,620000,85248,3690,5,3
5998055,1/24/2020,857500,85007,2924,4,3
5989346,1/14/2020,235000,85021,1634,2,2
5989038,1/13/2020,525000,85353,2302,3,4
5989420,1/9/2020,250000,85208,1320,3,2
5989024,1/31/2020,280040,85387,1700,3,2
5990695,1/2/2020,381000,85339,2117,4,2.5
5990731,1/24/2020,296000,85387,2032,3,2
5989041,1/30/2020,430000,85024,2621,4,2.5
5989035,1/31/2020,297000,85250,1676,3,2
6006342,1/10/2020,760000,85142,3915,4,4
6009294,1/16/2020,369000,85023,2644,3,2
5989186,1/30/2020,240000,85016,907,1,1
5993148,1/13/2020,340000,85226,1746,3,2
6008553,1/31/2020,335000,85351,1886,2,2
5989565,1/17/2020,407000,85226,2292,4,2
5989156,1/23/2020,279000,85306,1572,4,2.5
5989161,1/9/2020,360000,85251,1456,2,2
5993444,1/10/2020,2400000,85251,5135,5,5.5
5991061,1/31/2020,284000,85210,1672,3,2
5989190,1/23/2020,346500,85251,1728,3,2
5989895,1/27/2020,390000,85395,3161,3,2.5
5989474,1/16/2020,277000,85379,2045,3,2.5
5989281,1/23/2020,630000,85018,2207,5,3
5991832,1/24/2020,460000,85119,2530,3,3
5989840,1/22/2020,635000,85383,2610,2,2.5
6004654,1/21/2020,395000,85224,1939,4,2.5
5989453,1/16/2020,655000,85018,2447,3,3
5992476,1/6/2020,432500,85086,1925,3,2
5989383,1/17/2020,410000,85048,2669,4,3
5991292,1/16/2020,260500,85224,1646,4,2
5989379,1/9/2020,870000,85308,5531,5,4.5
5990253,1/15/2020,465000,85140,2123,2,2.5
5989446,1/20/2020,325000,85209,1909,2,2
5989427,1/7/2020,260000,85027,1296,3,2
5992806,1/7/2020,380000,85331,1573,2,2
5989433,1/14/2020,250000,85338,1645,4,2
5989475,1/23/2020,140000,85281,779,2,2
5989539,1/15/2020,590000,85331,2864,3,3
5990125,1/24/2020,560000,85018,2677,6,3
5992796,1/17/2020,425000,85212,2636,3,2
5997642,1/31/2020,341000,85338,1695,2,2
5989594,1/23/2020,150000,85042,1064,3,2
5992062,1/2/2020,125000,85020,1023,3,1.5
5989978,1/27/2020,180000,85203,1440,3,2
5990534,1/29/2020,355000,85338,2106,3,2.5
5989503,1/8/2020,452614,85140,2119,2,2.5
5990882,1/20/2020,290000,85250,1584,3,2.5
5990760,1/3/2020,532000,85258,2590,4,2
5991021,1/24/2020,127000,85345,900,2,2
5990393,1/7/2020,400000,85251,1786,3,2
5989969,1/13/2020,210000,85215,1345,3,2
5990198,1/31/2020,450000,85251,2040,3,1.75
5990505,1/31/2020,374000,85048,1736,3,2
5989723,1/9/2020,183900,85206,1708,2,1.75
5989958,1/21/2020,730000,85298,3534,5,4
6008848,1/7/2020,230000,85345,1300,3,2
5990080,1/6/2020,620000,85255,2797,4,2.5
5990098,1/16/2020,650000,85258,2063,3,2
5991090,1/8/2020,487900,85248,2523,4,2
6007629,1/28/2020,262000,85382,1603,4,2
5989793,1/31/2020,262000,85395,1578,3,2
6002710,1/6/2020,325000,85012,1169,2,2
5989811,1/13/2020,357000,85224,1676,3,2
5989819,1/10/2020,316000,85383,2718,4,2.5
5997406,1/8/2020,855000,85250,3292,4,4.5
5990556,1/31/2020,247000,85338,1650,4,2
6008250,1/10/2020,535000,85260,2358,3,2
6000106,1/7/2020,215000,85351,1511,2,2
5993216,1/3/2020,379000,85086,3232,5,3
5991552,1/23/2020,205000,85042,1315,3,2.5
5989984,1/10/2020,375000,85206,2622,4,3
5990941,1/31/2020,365000,85249,2640,5,3
5990316,1/29/2020,590000,85383,4155,5,4.5
5990922,1/9/2020,184000,85206,1184,2,1.75
5989982,1/13/2020,265000,85043,3189,4,3
5990069,1/3/2020,465000,85251,1909,4,2
5990159,1/28/2020,275000,85224,1106,3,2
5990630,1/23/2020,679000,85262,2439,3,2
5990297,1/31/2020,399000,85379,2860,4,2.5
5990609,1/28/2020,161500,85032,850,1,1
5990144,1/17/2020,230000,85017,1632,5,3
6006705,1/31/2020,733000,85258,2602,3,2.5
5991182,1/10/2020,215000,85035,1612,4,3
5990292,1/10/2020,242300,85041,2230,4,2.5
5990570,1/31/2020,526000,85263,3122,3,2.5
5990725,1/3/2020,292500,85224,1543,3,2.5
5991321,1/17/2020,484000,85249,2843,4,2.5
5990337,1/31/2020,365000,85296,3136,4,2.5
5990462,1/24/2020,215000,85338,1206,3,2
5990331,1/15/2020,895000,85086,3878,4,4.5
5990945,1/17/2020,260000,85140,1581,3,2
6009607,1/17/2020,267500,85326,2240,3,2
5991430,1/22/2020,171500,85375,1138,2,1.75
5990469,1/6/2020,325000,85297,1949,4,2
5990471,1/21/2020,585000,85248,3700,3,3
5990522,1/8/2020,139900,85248,1057,2,2
5990829,1/6/2020,340000,85379,2494,4,2.5
5993426,1/7/2020,315000,85212,1565,3,2
5991241,1/8/2020,445000,85383,3459,4,3
5990716,1/6/2020,203000,85335,1238,3,2
6014740,1/16/2020,265000,85345,1761,4,2
5991183,1/22/2020,259400,85215,1223,3,2
5990885,1/31/2020,230000,85345,1469,3,2
5990901,1/28/2020,705000,85295,4190,5,3.5
5990921,1/3/2020,226500,85340,1804,3,3
5992689,1/10/2020,335000,85248,1560,3,2.5
5990943,1/6/2020,95000,85017,1088,2,2
6001519,1/31/2020,185500,85255,956,1,1
5990948,1/27/2020,285000,85023,1997,4,2.5
5990951,1/20/2020,255900,85326,2064,4,2
6011953,1/15/2020,230000,85043,1650,4,2
5991964,1/22/2020,15500,85206,860,2,1
5991040,1/7/2020,283500,85086,1567,3,2
5996539,1/1/2020,234900,85202,1897,3,3
5991279,1/24/2020,470000,85340,3506,5,4
5991346,1/31/2020,575000,85355,3064,3,3.5
5991106,1/29/2020,284900,85202,1480,3,2
5991425,1/16/2020,249500,85248,1626,2,2
5993066,1/16/2020,460000,85248,2200,3,3.5
5991177,1/8/2020,250000,85373,1588,2,2
5991172,1/29/2020,200000,85019,990,2,2
5991127,1/16/2020,239900,85143,1673,3,2
5991395,1/29/2020,490000,85119,2402,4,3
5991539,1/16/2020,187000,85225,991,2,2
5991549,1/23/2020,420000,85296,2367,3,2.5
5996256,1/3/2020,950000,85263,3366,3,3
5991485,1/2/2020,550000,85248,2659,3,3
5991181,1/29/2020,276500,85032,1154,3,2
5991215,1/28/2020,227500,85224,929,2,2
5991224,1/8/2020,510000,85258,2042,3,2
6003672,1/21/2020,383900,85248,2316,3,2
5991313,1/8/2020,145000,85040,969,3,1
5993770,1/6/2020,340000,85212,2313,4,2
5991302,1/8/2020,398000,85255,1729,3,2
5991891,1/22/2020,260000,85345,2386,4,2.5
5991568,1/17/2020,440000,85255,1810,2,2.5
5992567,1/6/2020,198000,85027,1067,2,2
5991424,1/16/2020,230000,85323,1654,4,2.5
6019816,1/17/2020,385000,85326,2135,3,3.5
5991688,1/13/2020,325000,85027,1828,4,2
5991434,1/21/2020,246000,85338,1782,4,2
5991822,1/14/2020,1100000,85140,4524,3,3.5
5991474,1/9/2020,205000,85042,1125,3,1
5993718,1/21/2020,799000,85254,3231,5,2
5991489,1/29/2020,305000,85022,2040,5,3.5
5991490,1/3/2020,350000,85355,1280,3,1
5991541,1/17/2020,449000,85284,2385,4,2
5991623,1/21/2020,443000,85297,4100,5,4
5991529,1/23/2020,297000,85383,2112,4,2
5991674,1/23/2020,384000,85226,1843,3,2
5992809,1/10/2020,264000,85304,2106,3,2.5
5991692,1/31/2020,2370000,85262,5674,5,4.5
6004604,1/17/2020,570000,85142,4450,5,4.5
5992988,1/24/2020,167000,85351,936,2,1
5992917,1/9/2020,260000,85208,2407,3,2
